0.099	0.709
0.127	0.763
0.171	0.837
0.248	0.939
0.414	1.092
0.668	1.255
1.013	1.414
1.611	1.602
2.628	1.823
5.083	2.170
10.856	2.641
22.179	3.127
30.830	3.354
50.072	3.711
71.161	3.961
104.274	4.222
162.403	4.490
223.079	4.656
293.434	4.763
420.439	4.858
538.778	4.898
715.510	4.897
986.185	4.896
1292.418	4.884
1660.568	4.820
2225.298	4.745
2902.641	4.660
3372.506	4.593
3866.337	4.522
